Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0051239	GO:0032649	regulation of interferon-gamma production	1.570e-02	0.000e+00	4.715e+00	1.928e-05
GO:0051239	GO:0032651	regulation of interleukin-1 beta production	1.110e-02	0.000e+00	4.862e+00	1.373e-05
GO:0051239	GO:0051960	regulation of nervous system development	2.260e-03	0.000e+00	3.952e+00	1.117e-04
GO:0051239	GO:0051961	negative regulation of nervous system development	2.300e-02	0.000e+00	4.508e+00	3.106e-05
GO:0051239	GO:0050768	negative regulation of neurogenesis	3.840e-02	0.000e+00	4.548e+00	2.830e-05
GO:0051239	GO:0030856	regulation of epithelial cell differentiation	3.000e-02	0.000e+00	4.527e+00	2.971e-05
GO:0051239	GO:0045765	regulation of angiogenesis	1.630e-02	0.000e+00	4.031e+00	9.315e-05
GO:0051239	GO:1901342	regulation of vasculature development	1.330e-02	0.000e+00	4.022e+00	9.499e-05
GO:0007154	GO:0007154	cell communication	1.480e-18	0.000e+00	2.482e+00	3.300e-03
GO:0007154	GO:0009267	cellular response to starvation	2.010e-03	0.000e+00	3.485e+00	3.275e-04
GO:0007154	GO:0042594	response to starvation	6.700e-03	0.000e+00	3.469e+00	3.395e-04
GO:0007154	GO:1990928	response to amino acid starvation	2.940e-02	0.000e+00	3.827e+00	1.490e-04
GO:0007154	GO:0031669	cellular response to nutrient levels	1.200e-02	0.000e+00	3.458e+00	3.482e-04
GO:0007154	GO:0031667	response to nutrient levels	1.990e-03	0.000e+00	3.422e+00	3.788e-04
GO:0007186	GO:0007165	signal transduction	8.160e-19	0.000e+00	1.481e+00	3.306e-02
GO:0007186	GO:0007186	G protein-coupled receptor signaling pathway	8.070e-42	0.000e+00	2.552e+00	2.807e-03
GO:0007186	GO:0007218	neuropeptide signaling pathway	1.090e-03	0.000e+00	3.924e+00	1.190e-04
GO:0007186	GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	2.920e-03	0.000e+00	4.821e+00	1.511e-05
GO:0007186	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	4.720e-05	0.000e+00	4.394e+00	4.036e-05
GO:0007186	GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	1.410e-04	0.000e+00	4.024e+00	9.470e-05
GO:0007186	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	9.870e-04	0.000e+00	4.048e+00	8.963e-05
GO:0007186	GO:0019933	cAMP-mediated signaling	3.220e-04	0.000e+00	4.328e+00	4.701e-05
GO:0007186	GO:0019935	cyclic-nucleotide-mediated signaling	4.230e-04	0.000e+00	4.298e+00	5.037e-05
GO:0007186	GO:0019932	second-messenger-mediated signaling	6.440e-04	0.000e+00	3.557e+00	2.771e-04
GO:0007186	GO:0007166	cell surface receptor signaling pathway	5.630e-08	0.000e+00	2.698e+00	2.002e-03
GO:0007186	GO:0016055	Wnt signaling pathway	2.860e-02	0.000e+00	3.298e+00	5.041e-04
GO:0007186	GO:0007224	smoothened signaling pathway	7.910e-03	0.000e+00	4.401e+00	3.976e-05
GO:0007186	GO:0070498	interleukin-1-mediated signaling pathway	3.670e-07	0.000e+00	5.087e+00	8.186e-06
GO:0007186	GO:0070098	chemokine-mediated signaling pathway	5.700e-03	0.000e+00	4.295e+00	5.069e-05
GO:0007186	GO:0035722	interleukin-12-mediated signaling pathway	9.420e-03	0.000e+00	6.107e+00	7.820e-07
GO:0007186	GO:0033209	tumor necrosis factor-mediated signaling pathway	1.980e-02	0.000e+00	4.676e+00	2.107e-05
GO:0007186	GO:0060071	Wnt signaling pathway, planar cell polarity pathway	2.140e-05	0.000e+00	5.051e+00	8.899e-06
GO:0007186	GO:0090175	regulation of establishment of planar polarity	4.770e-04	0.000e+00	4.879e+00	1.321e-05
GO:0007186	GO:0035567	non-canonical Wnt signaling pathway	6.930e-05	0.000e+00	4.833e+00	1.470e-05
GO:0007186	GO:0002223	stimulatory C-type lectin receptor signaling pathway	1.710e-04	0.000e+00	6.144e+00	7.171e-07
GO:0007186	GO:0002220	innate immune response activating cell surface receptor signaling pathway	3.190e-04	0.000e+00	5.936e+00	1.160e-06
GO:0007186	GO:0002758	innate immune response-activating signal transduction	3.430e-04	0.000e+00	5.874e+00	1.335e-06
GO:0007186	GO:0038093	Fc receptor signaling pathway	1.990e-03	0.000e+00	5.054e+00	8.831e-06
GO:0007186	GO:0038095	Fc-epsilon receptor signaling pathway	2.300e-02	0.000e+00	5.504e+00	3.136e-06
GO:0023052	GO:0023052	signaling	4.610e-21	0.000e+00	3.372e+00	4.248e-04
GO:0023052	GO:0035637	multicellular organismal signaling	4.900e-02	0.000e+00	4.674e+00	2.119e-05
GO:0023052	GO:0198738	cell-cell signaling by wnt	2.860e-02	0.000e+00	6.389e+00	4.082e-07
GO:0023052	GO:0007267	cell-cell signaling	3.230e-02	0.000e+00	3.413e+00	3.868e-04
GO:0045893	GO:0045893	positive regulation of transcription, DNA-templated	1.080e-05	0.000e+00	2.860e+00	1.381e-03
GO:0045893	GO:1903508	positive regulation of nucleic acid-templated transcription	1.190e-05	0.000e+00	2.835e+00	1.464e-03
GO:0045893	GO:1902680	positive regulation of RNA biosynthetic process	1.190e-05	0.000e+00	2.834e+00	1.464e-03
GO:0045893	GO:0051254	positive regulation of RNA metabolic process	6.880e-04	0.000e+00	2.820e+00	1.515e-03
GO:0045893	GO:0048524	positive regulation of viral process	3.350e-03	0.000e+00	3.950e+00	1.122e-04
GO:0045893	GO:1902188	positive regulation of viral release from host cell	1.140e-02	0.000e+00	5.571e+00	2.685e-06
GO:0045893	GO:0010628	positive regulation of gene expression	7.890e-03	0.000e+00	2.696e+00	2.012e-03
GO:0045893	GO:0032755	positive regulation of interleukin-6 production	2.490e-02	0.000e+00	4.765e+00	1.717e-05
GO:0045893	GO:0032675	regulation of interleukin-6 production	1.360e-02	0.000e+00	4.574e+00	2.668e-05
GO:0045893	GO:0032731	positive regulation of interleukin-1 beta production	1.280e-02	0.000e+00	5.076e+00	8.403e-06
GO:2000145	GO:0030334	regulation of cell migration	1.790e-03	0.000e+00	3.579e+00	2.637e-04
GO:2000145	GO:2000145	regulation of cell motility	3.210e-04	0.000e+00	3.512e+00	3.073e-04
GO:2000145	GO:0051270	regulation of cellular component movement	4.400e-04	0.000e+00	3.483e+00	3.290e-04
GO:2000145	GO:0040012	regulation of locomotion	3.180e-04	0.000e+00	3.433e+00	3.687e-04
GO:2000145	GO:2000147	positive regulation of cell motility	4.640e-02	0.000e+00	3.848e+00	1.418e-04
GO:2000145	GO:0040017	positive regulation of locomotion	3.710e-02	0.000e+00	3.817e+00	1.525e-04
GO:2000145	GO:1904851	positive regulation of establishment of protein localization to telomere	1.600e-02	0.000e+00	5.691e+00	2.037e-06
GO:2000145	GO:0070203	regulation of establishment of protein localization to telomere	2.300e-02	0.000e+00	5.646e+00	2.258e-06
GO:2000145	GO:0070202	regulation of establishment of protein localization to chromosome	3.180e-02	0.000e+00	5.573e+00	2.674e-06
GO:2000145	GO:1904816	positive regulation of protein localization to chromosome, telomeric region	1.610e-02	0.000e+00	5.611e+00	2.449e-06
GO:2000145	GO:1904814	regulation of protein localization to chromosome, telomeric region	2.980e-02	0.000e+00	5.535e+00	2.914e-06
GO:2000145	GO:1904874	positive regulation of telomerase RNA localization to Cajal body	1.340e-03	0.000e+00	6.057e+00	8.773e-07
GO:2000145	GO:1904872	regulation of telomerase RNA localization to Cajal body	1.390e-03	0.000e+00	5.757e+00	1.751e-06
GO:2000145	GO:1903827	regulation of cellular protein localization	1.940e-03	0.000e+00	3.459e+00	3.478e-04
GO:2000145	GO:1903829	positive regulation of cellular protein localization	2.580e-02	0.000e+00	3.571e+00	2.688e-04
GO:2000145	GO:1904951	positive regulation of establishment of protein localization	2.170e-02	0.000e+00	4.165e+00	6.846e-05
GO:2000145	GO:0032386	regulation of intracellular transport	1.240e-03	0.000e+00	3.990e+00	1.023e-04
GO:2000145	GO:0032388	positive regulation of intracellular transport	1.500e-02	0.000e+00	4.369e+00	4.279e-05
GO:2000145	GO:0060341	regulation of cellular localization	3.810e-03	0.000e+00	3.178e+00	6.630e-04
GO:2000145	GO:1904871	positive regulation of protein localization to Cajal body	2.300e-02	0.000e+00	6.343e+00	4.539e-07
GO:2000145	GO:1904869	regulation of protein localization to Cajal body	2.300e-02	0.000e+00	6.343e+00	4.539e-07
GO:2000145	GO:0070861	regulation of protein exit from endoplasmic reticulum	3.940e-02	0.000e+00	5.109e+00	7.786e-06
GO:2000145	GO:0090316	positive regulation of intracellular protein transport	2.240e-02	0.000e+00	4.486e+00	3.266e-05
GO:0043087	GO:0043087	regulation of GTPase activity	2.440e-02	0.000e+00	3.120e+00	7.586e-04
GO:0043087	GO:0032781	positive regulation of ATPase activity	2.400e-02	0.000e+00	4.044e+00	9.036e-05
GO:0043087	GO:0043547	positive regulation of GTPase activity	2.150e-02	0.000e+00	3.198e+00	6.343e-04
GO:0120036	GO:0030030	cell projection organization	1.450e-05	0.000e+00	2.608e+00	2.466e-03
GO:0120036	GO:0120036	plasma membrane bounded cell projection organization	8.920e-06	0.000e+00	3.513e+00	3.070e-04
GO:0120036	GO:0031175	neuron projection development	1.060e-04	0.000e+00	4.071e+00	8.495e-05
GO:0120036	GO:0061564	axon development	1.180e-04	0.000e+00	4.960e+00	1.097e-05
GO:0120036	GO:0048812	neuron projection morphogenesis	1.570e-04	0.000e+00	4.094e+00	8.055e-05
GO:0120036	GO:0120039	plasma membrane bounded cell projection morphogenesis	3.810e-04	0.000e+00	4.086e+00	8.204e-05
GO:0120036	GO:0048858	cell projection morphogenesis	3.150e-04	0.000e+00	4.081e+00	8.306e-05
GO:0120036	GO:0032990	cell part morphogenesis	7.530e-04	0.000e+00	4.048e+00	8.948e-05
GO:0120036	GO:0032989	cellular component morphogenesis	2.930e-03	0.000e+00	4.048e+00	8.948e-05
GO:0120036	GO:0007409	axonogenesis	3.370e-04	0.000e+00	4.323e+00	4.752e-05
GO:0006952	GO:0006952	defense response	9.800e-07	0.000e+00	2.624e+00	2.377e-03
GO:0006952	GO:0098542	defense response to other organism	1.770e-05	0.000e+00	2.731e+00	1.859e-03
GO:0006952	GO:0051707	response to other organism	3.920e-03	0.000e+00	2.233e+00	5.850e-03
GO:0006952	GO:0009607	response to biotic stimulus	5.220e-03	0.000e+00	2.209e+00	6.186e-03
GO:0006952	GO:0045087	innate immune response	1.580e-04	0.000e+00	3.645e+00	2.264e-04
GO:0006952	GO:0006955	immune response	1.790e-02	0.000e+00	3.058e+00	8.750e-04
GO:0006952	GO:0006954	inflammatory response	6.000e-04	0.000e+00	3.790e+00	1.621e-04
GO:0006952	GO:0042742	defense response to bacterium	5.470e-04	0.000e+00	3.514e+00	3.063e-04
GO:0006952	GO:0009617	response to bacterium	1.050e-02	0.000e+00	3.468e+00	3.407e-04
GO:0006952	GO:0009991	response to extracellular stimulus	2.420e-03	0.000e+00	2.549e+00	2.823e-03
GO:0006952	GO:0031668	cellular response to extracellular stimulus	3.210e-02	0.000e+00	2.554e+00	2.792e-03
GO:0006952	GO:0043207	response to external biotic stimulus	3.470e-03	0.000e+00	2.228e+00	5.918e-03
GO:0006952	GO:0006995	cellular response to nitrogen starvation	4.340e-02	0.000e+00	5.077e+00	8.384e-06
GO:0006952	GO:0043562	cellular response to nitrogen levels	4.330e-02	0.000e+00	4.998e+00	1.005e-05
GO:0009653	GO:0009653	anatomical structure morphogenesis	1.520e-13	0.000e+00	2.870e+00	1.350e-03
GO:0009653	GO:0000902	cell morphogenesis	2.090e-05	0.000e+00	3.274e+00	5.317e-04
GO:0009653	GO:0000904	cell morphogenesis involved in differentiation	9.230e-07	0.000e+00	4.356e+00	4.404e-05
GO:0009653	GO:0048667	cell morphogenesis involved in neuron differentiation	9.840e-05	0.000e+00	5.242e+00	5.722e-06
GO:0009653	GO:0048598	embryonic morphogenesis	4.490e-08	0.000e+00	3.614e+00	2.430e-04
GO:0009653	GO:0001763	morphogenesis of a branching structure	5.160e-04	0.000e+00	4.362e+00	4.346e-05
GO:0009653	GO:0061138	morphogenesis of a branching epithelium	1.310e-03	0.000e+00	4.415e+00	3.847e-05
GO:0009653	GO:0048754	branching morphogenesis of an epithelial tube	1.320e-02	0.000e+00	4.541e+00	2.878e-05
GO:0009653	GO:0003206	cardiac chamber morphogenesis	2.500e-03	0.000e+00	5.097e+00	8.003e-06
GO:0009653	GO:0003151	outflow tract morphogenesis	1.120e-02	0.000e+00	5.028e+00	9.369e-06
GO:0009653	GO:0060411	cardiac septum morphogenesis	1.410e-03	0.000e+00	4.779e+00	1.662e-05
GO:0009653	GO:0072028	nephron morphogenesis	2.990e-03	0.000e+00	6.427e+00	3.738e-07
GO:0009653	GO:0009887	animal organ morphogenesis	1.770e-09	0.000e+00	3.723e+00	1.892e-04
GO:0009653	GO:0048562	embryonic organ morphogenesis	2.110e-05	0.000e+00	4.315e+00	4.846e-05
GO:0009653	GO:0090596	sensory organ morphogenesis	8.740e-03	0.000e+00	4.576e+00	2.654e-05
GO:0009653	GO:0003007	heart morphogenesis	1.250e-02	0.000e+00	4.834e+00	1.466e-05
GO:0009653	GO:0048704	embryonic skeletal system morphogenesis	1.380e-02	0.000e+00	4.575e+00	2.659e-05
GO:0009653	GO:0048705	skeletal system morphogenesis	8.790e-03	0.000e+00	4.457e+00	3.491e-05
GO:0009653	GO:0022612	gland morphogenesis	1.010e-02	0.000e+00	5.050e+00	8.922e-06
GO:0009653	GO:0060993	kidney morphogenesis	1.550e-02	0.000e+00	5.378e+00	4.185e-06
GO:0009653	GO:0035239	tube morphogenesis	9.590e-09	0.000e+00	3.923e+00	1.195e-04
GO:0009653	GO:0060562	epithelial tube morphogenesis	6.570e-06	0.000e+00	4.338e+00	4.593e-05
GO:0009653	GO:0048546	digestive tract morphogenesis	2.740e-02	0.000e+00	5.278e+00	5.276e-06
GO:0009653	GO:0048514	blood vessel morphogenesis	1.270e-04	0.000e+00	4.508e+00	3.104e-05
GO:0009653	GO:0048844	artery morphogenesis	3.060e-02	0.000e+00	4.800e+00	1.584e-05
GO:0009653	GO:0048729	tissue morphogenesis	1.230e-08	0.000e+00	3.741e+00	1.816e-04
GO:0009653	GO:0002009	morphogenesis of an epithelium	1.130e-07	0.000e+00	3.830e+00	1.480e-04
GO:0009653	GO:0016331	morphogenesis of embryonic epithelium	4.250e-03	0.000e+00	4.952e+00	1.116e-05
GO:0009653	GO:0002011	morphogenesis of an epithelial sheet	1.840e-02	0.000e+00	4.870e+00	1.348e-05
GO:0009653	GO:0048332	mesoderm morphogenesis	1.350e-03	0.000e+00	5.643e+00	2.277e-06
GO:0009653	GO:0035108	limb morphogenesis	8.170e-03	0.000e+00	4.477e+00	3.337e-05
GO:0009653	GO:0035107	appendage morphogenesis	8.160e-03	0.000e+00	4.299e+00	5.028e-05
GO:0009653	GO:0072078	nephron tubule morphogenesis	4.340e-03	0.000e+00	5.568e+00	2.705e-06
GO:0009653	GO:0072088	nephron epithelium morphogenesis	2.880e-03	0.000e+00	5.568e+00	2.705e-06
GO:0009653	GO:0072171	mesonephric tubule morphogenesis	1.290e-02	0.000e+00	5.912e+00	1.224e-06
GO:0009653	GO:0061333	renal tubule morphogenesis	2.980e-03	0.000e+00	5.349e+00	4.482e-06
GO:0009653	GO:0060675	ureteric bud morphogenesis	1.280e-02	0.000e+00	6.305e+00	4.959e-07
GO:0009653	GO:0030154	cell differentiation	1.320e-10	0.000e+00	2.842e+00	1.438e-03
GO:0009653	GO:0048869	cellular developmental process	1.040e-09	0.000e+00	2.704e+00	1.975e-03
GO:0009653	GO:0002521	leukocyte differentiation	1.510e-03	0.000e+00	3.472e+00	3.370e-04
GO:0009653	GO:0002062	chondrocyte differentiation	1.610e-02	0.000e+00	4.952e+00	1.116e-05
GO:0009653	GO:0001708	cell fate specification	1.910e-03	0.000e+00	4.452e+00	3.530e-05
GO:0009653	GO:0021515	cell differentiation in spinal cord	9.220e-03	0.000e+00	4.804e+00	1.572e-05
GO:0009653	GO:0030098	lymphocyte differentiation	1.260e-03	0.000e+00	3.519e+00	3.027e-04
GO:0009653	GO:0045321	leukocyte activation	6.580e-03	0.000e+00	3.416e+00	3.836e-04
GO:0009653	GO:0001775	cell activation	4.460e-02	0.000e+00	3.383e+00	4.141e-04
GO:0009653	GO:0030183	B cell differentiation	2.750e-03	0.000e+00	3.841e+00	1.442e-04
GO:0009653	GO:0048468	cell development	1.040e-06	0.000e+00	3.558e+00	2.770e-04
GO:0009653	GO:0048666	neuron development	4.000e-05	0.000e+00	4.178e+00	6.631e-05
GO:0009653	GO:0002064	epithelial cell development	5.060e-04	0.000e+00	4.385e+00	4.123e-05
GO:0009653	GO:0048699	generation of neurons	8.470e-07	0.000e+00	5.478e+00	3.330e-06
GO:0009653	GO:0022008	neurogenesis	8.800e-07	0.000e+00	4.459e+00	3.477e-05
GO:0009653	GO:0021872	forebrain generation of neurons	3.160e-02	0.000e+00	6.686e+00	2.060e-07
GO:0009653	GO:0030855	epithelial cell differentiation	7.490e-04	0.000e+00	4.101e+00	7.920e-05
GO:0009653	GO:0030216	keratinocyte differentiation	2.700e-02	0.000e+00	5.048e+00	8.960e-06
GO:0009653	GO:0030182	neuron differentiation	1.560e-06	0.000e+00	4.053e+00	8.848e-05
GO:0009653	GO:0021953	central nervous system neuron differentiation	2.790e-03	0.000e+00	4.509e+00	3.101e-05
GO:0009653	GO:0048646	anatomical structure formation involved in morphogenesis	1.320e-06	0.000e+00	3.178e+00	6.635e-04
GO:0009653	GO:0001525	angiogenesis	2.750e-03	0.000e+00	3.972e+00	1.066e-04
GO:0009653	GO:0072175	epithelial tube formation	1.310e-03	0.000e+00	4.959e+00	1.099e-05
GO:0009653	GO:0035148	tube formation	1.150e-03	0.000e+00	4.476e+00	3.342e-05
GO:0009653	GO:0001838	embryonic epithelial tube formation	3.430e-03	0.000e+00	5.133e+00	7.358e-06
GO:0009653	GO:0014020	primary neural tube formation	3.640e-02	0.000e+00	8.419e+00	3.815e-09
GO:0009653	GO:0001841	neural tube formation	2.080e-02	0.000e+00	5.404e+00	3.944e-06
GO:0009653	GO:0002040	sprouting angiogenesis	4.250e-02	0.000e+00	4.822e+00	1.508e-05
GO:0009653	GO:0001707	mesoderm formation	1.980e-03	0.000e+00	5.004e+00	9.918e-06
GO:0009653	GO:0001704	formation of primary germ layer	8.840e-03	0.000e+00	4.841e+00	1.443e-05
GO:0009653	GO:0045165	cell fate commitment	1.710e-06	0.000e+00	4.198e+00	6.340e-05
GO:0009653	GO:0048663	neuron fate commitment	2.200e-02	0.000e+00	4.899e+00	1.262e-05
GO:0009653	GO:0009888	tissue development	1.790e-10	0.000e+00	3.573e+00	2.676e-04
GO:0009653	GO:0060429	epithelium development	2.160e-07	0.000e+00	4.140e+00	7.245e-05
GO:0009653	GO:0008544	epidermis development	7.380e-03	0.000e+00	4.804e+00	1.570e-05
GO:0009653	GO:0060485	mesenchyme development	3.160e-02	0.000e+00	4.864e+00	1.369e-05
GO:0009653	GO:0061448	connective tissue development	2.190e-03	0.000e+00	4.916e+00	1.214e-05
GO:0009653	GO:0007498	mesoderm development	1.060e-03	0.000e+00	4.825e+00	1.496e-05
GO:0009653	GO:0001657	ureteric bud development	2.810e-03	0.000e+00	5.108e+00	7.801e-06
GO:0009653	GO:0072163	mesonephric epithelium development	1.920e-03	0.000e+00	4.985e+00	1.036e-05
GO:0009653	GO:0072073	kidney epithelium development	1.790e-03	0.000e+00	4.668e+00	2.147e-05
GO:0009653	GO:0003158	endothelium development	4.820e-02	0.000e+00	5.973e+00	1.064e-06
GO:0009653	GO:0061180	mammary gland epithelium development	4.240e-02	0.000e+00	5.860e+00	1.381e-06
GO:0009653	GO:0048731	system development	7.710e-09	0.000e+00	3.427e+00	3.739e-04
GO:0009653	GO:0007399	nervous system development	1.970e-06	0.000e+00	3.707e+00	1.962e-04
GO:0009653	GO:0072359	circulatory system development	1.070e-04	0.000e+00	6.186e+00	6.523e-07
GO:0009653	GO:0001944	vasculature development	3.980e-04	0.000e+00	4.735e+00	1.841e-05
GO:0009653	GO:0035270	endocrine system development	9.600e-03	0.000e+00	6.181e+00	6.599e-07
GO:0009653	GO:0048706	embryonic skeletal system development	5.190e-03	0.000e+00	4.763e+00	1.726e-05
GO:0009653	GO:0001501	skeletal system development	2.860e-03	0.000e+00	4.406e+00	3.931e-05
GO:0009653	GO:0048483	autonomic nervous system development	2.630e-02	0.000e+00	6.022e+00	9.498e-07
GO:0009653	GO:0048513	animal organ development	6.280e-07	0.000e+00	3.177e+00	6.654e-04
GO:0009653	GO:0007507	heart development	1.800e-03	0.000e+00	4.097e+00	7.997e-05
GO:0009653	GO:0030097	hemopoiesis	4.470e-02	0.000e+00	4.280e+00	5.245e-05
GO:0009653	GO:0007423	sensory organ development	1.150e-02	0.000e+00	4.159e+00	6.933e-05
GO:0009653	GO:0030900	forebrain development	3.280e-02	0.000e+00	4.774e+00	1.683e-05
GO:0009653	GO:0043588	skin development	1.660e-02	0.000e+00	5.072e+00	8.468e-06
GO:0009653	GO:0007517	muscle organ development	2.780e-02	0.000e+00	4.367e+00	4.297e-05
GO:0009653	GO:0043583	ear development	3.640e-02	0.000e+00	5.526e+00	2.979e-06
GO:0009653	GO:0048568	embryonic organ development	1.310e-05	0.000e+00	4.303e+00	4.980e-05
GO:0009653	GO:0072006	nephron development	6.960e-03	0.000e+00	5.529e+00	2.956e-06
GO:0009653	GO:0051216	cartilage development	1.780e-03	0.000e+00	4.386e+00	4.111e-05
GO:0009653	GO:0003205	cardiac chamber development	3.780e-04	0.000e+00	5.441e+00	3.624e-06
GO:0009653	GO:0003231	cardiac ventricle development	2.320e-02	0.000e+00	5.708e+00	1.961e-06
GO:0009653	GO:0001823	mesonephros development	1.350e-03	0.000e+00	5.610e+00	2.457e-06
GO:0009653	GO:0003279	cardiac septum development	1.600e-04	0.000e+00	5.004e+00	9.906e-06
GO:0009653	GO:0003281	ventricular septum development	1.110e-02	0.000e+00	5.257e+00	5.539e-06
GO:0009653	GO:0021517	ventral spinal cord development	1.830e-02	0.000e+00	5.785e+00	1.640e-06
GO:0009653	GO:0001568	blood vessel development	1.570e-04	0.000e+00	4.380e+00	4.170e-05
GO:0009653	GO:0060840	artery development	3.350e-02	0.000e+00	5.028e+00	9.369e-06
GO:0009653	GO:0060173	limb development	3.670e-03	0.000e+00	4.884e+00	1.307e-05
GO:0009653	GO:0048736	appendage development	3.670e-03	0.000e+00	4.748e+00	1.786e-05
GO:0009653	GO:0035295	tube development	1.880e-07	0.000e+00	4.105e+00	7.852e-05
GO:0009653	GO:0072164	mesonephric tubule development	1.920e-03	0.000e+00	5.000e+00	1.001e-05
GO:0009653	GO:0021915	neural tube development	6.150e-03	0.000e+00	5.062e+00	8.674e-06
GO:0009653	GO:0072080	nephron tubule development	5.530e-03	0.000e+00	5.157e+00	6.973e-06
GO:0009653	GO:0072009	nephron epithelium development	1.380e-02	0.000e+00	5.076e+00	8.392e-06
GO:0009653	GO:0061326	renal tubule development	3.870e-03	0.000e+00	5.078e+00	8.358e-06
GO:0007610	GO:0007610	behavior	7.120e-04	0.000e+00	3.655e+00	2.211e-04
GO:0022407	GO:0030155	regulation of cell adhesion	3.520e-05	0.000e+00	3.372e+00	4.244e-04
GO:0022407	GO:0022407	regulation of cell-cell adhesion	1.420e-05	0.000e+00	3.485e+00	3.274e-04
GO:0022407	GO:1903037	regulation of leukocyte cell-cell adhesion	2.990e-04	0.000e+00	3.528e+00	2.962e-04
GO:0022407	GO:0045785	positive regulation of cell adhesion	7.290e-05	0.000e+00	3.501e+00	3.158e-04
GO:0022407	GO:0022409	positive regulation of cell-cell adhesion	8.990e-04	0.000e+00	3.559e+00	2.762e-04
GO:0022407	GO:1903039	positive regulation of leukocyte cell-cell adhesion	2.700e-03	0.000e+00	3.576e+00	2.652e-04
GO:0022407	GO:0022408	negative regulation of cell-cell adhesion	2.120e-03	0.000e+00	4.382e+00	4.154e-05
GO:0022407	GO:0007162	negative regulation of cell adhesion	9.450e-03	0.000e+00	4.182e+00	6.577e-05
GO:0022407	GO:1903038	negative regulation of leukocyte cell-cell adhesion	1.330e-02	0.000e+00	4.531e+00	2.947e-05
GO:0022407	GO:0050868	negative regulation of T cell activation	1.260e-02	0.000e+00	4.559e+00	2.758e-05
GO:0051674	GO:0051674	localization of cell	3.750e-10	0.000e+00	6.178e+00	6.637e-07
GO:0040011	GO:0048870	cell motility	3.740e-10	0.000e+00	2.570e+00	2.692e-03
GO:0040011	GO:0040011	locomotion	1.060e-13	0.000e+00	2.291e+00	5.114e-03
GO:0040011	GO:0006928	movement of cell or subcellular component	3.870e-10	0.000e+00	2.460e+00	3.471e-03
GO:0040011	GO:0042330	taxis	1.880e-07	0.000e+00	2.601e+00	2.508e-03
GO:0040011	GO:0006935	chemotaxis	1.850e-07	0.000e+00	2.602e+00	2.502e-03
GO:0040011	GO:0050919	negative chemotaxis	3.920e-02	0.000e+00	5.022e+00	9.506e-06
GO:0040011	GO:0016477	cell migration	8.960e-12	0.000e+00	3.467e+00	3.412e-04
GO:0040011	GO:0001667	ameboidal-type cell migration	3.300e-05	0.000e+00	4.172e+00	6.724e-05
GO:0040011	GO:0050900	leukocyte migration	7.270e-05	0.000e+00	4.202e+00	6.275e-05
GO:0040011	GO:0007411	axon guidance	3.460e-05	0.000e+00	3.796e+00	1.598e-04
GO:0040011	GO:0097485	neuron projection guidance	8.450e-05	0.000e+00	3.785e+00	1.640e-04
GO:0040011	GO:0010631	epithelial cell migration	8.370e-03	0.000e+00	4.545e+00	2.853e-05
GO:0040011	GO:0001755	neural crest cell migration	1.280e-02	0.000e+00	4.728e+00	1.872e-05
GO:0050865	GO:0002694	regulation of leukocyte activation	3.010e-06	0.000e+00	3.423e+00	3.775e-04
GO:0050865	GO:0050865	regulation of cell activation	3.350e-07	0.000e+00	3.413e+00	3.863e-04
GO:0050865	GO:0051249	regulation of lymphocyte activation	4.250e-06	0.000e+00	3.447e+00	3.570e-04
GO:0050865	GO:0050863	regulation of T cell activation	7.310e-04	0.000e+00	3.510e+00	3.093e-04
GO:0050865	GO:0050870	positive regulation of T cell activation	5.930e-03	0.000e+00	3.584e+00	2.605e-04
GO:0050865	GO:0046634	regulation of alpha-beta T cell activation	1.350e-02	0.000e+00	4.666e+00	2.157e-05
GO:0050865	GO:0050867	positive regulation of cell activation	2.250e-05	0.000e+00	3.521e+00	3.012e-04
GO:0050865	GO:0002696	positive regulation of leukocyte activation	6.120e-05	0.000e+00	3.524e+00	2.995e-04
GO:0050865	GO:0002684	positive regulation of immune system process	2.840e-02	0.000e+00	3.274e+00	5.326e-04
GO:0050865	GO:0051251	positive regulation of lymphocyte activation	4.620e-05	0.000e+00	3.536e+00	2.911e-04
GO:0050865	GO:0050864	regulation of B cell activation	2.120e-03	0.000e+00	4.456e+00	3.501e-05
GO:0050865	GO:0050871	positive regulation of B cell activation	8.250e-03	0.000e+00	4.629e+00	2.348e-05
GO:0050865	GO:0050866	negative regulation of cell activation	2.850e-04	0.000e+00	4.311e+00	4.890e-05
GO:0050865	GO:0002695	negative regulation of leukocyte activation	8.680e-04	0.000e+00	4.348e+00	4.487e-05
GO:0050865	GO:0051250	negative regulation of lymphocyte activation	4.560e-03	0.000e+00	4.431e+00	3.708e-05
GO:0030198	GO:0030198	extracellular matrix organization	2.810e-05	0.000e+00	4.062e+00	8.669e-05
GO:0030198	GO:0043062	extracellular structure organization	2.810e-05	0.000e+00	4.049e+00	8.936e-05
GO:0006911	GO:0006911	phagocytosis, engulfment	3.920e-02	0.000e+00	4.935e+00	1.161e-05
GO:0034330	GO:0050808	synapse organization	1.520e-04	0.000e+00	4.127e+00	7.459e-05
